customer_id,first_name,last_name,email,age,gender,home_city,home_country,home_airport,loyalty_tier,loyalty_points,enrolment_date,preferred_cabin
CUST000071,Rohan,Johnson,rohan.johnson39@email.com,53,M,Kolkata,India,CCU,Bronze,3690,2023-10-27,Economy
CUST000072,Suresh,Zhou,suresh.zhou38@email.com,22,Other,Abu Dhabi,UAE,AUH,Gold,52861,2020-12-12,Business
CUST000073,Sneha,Reddy,sneha.reddy69@email.com,22,M,Kolkata,India,CCU,Gold,43914,2023-04-22,Business
CUST000074,Hassan,Xu,hassan.xu87@email.com,35,Other,Tokyo,Japan,NRT,Silver,24596,2022-03-12,Economy
CUST000075,Divya,Jones,divya.jones70@email.com,61,Other,Seoul,South Korea,ICN,Platinum,275044,2023-01-08,Business
CUST000076,William,Wilson,william.wilson52@email.com,29,Other,New York,USA,JFK,Silver,7989,2021-09-17,Economy
CUST000077,Gaurav,Smith,gaurav.smith50@email.com,39,F,Chicago,USA,ORD,Bronze,3280,2023-07-05,Economy
CUST000078,Ishaan,Xu,ishaan.xu76@email.com,73,Other,Delhi,India,DEL,Silver,20138,2022-12-13,Economy
CUST000079,Zhang Min,Wu,zhang min.wu25@email.com,66,M,Dubai,UAE,DXB,Bronze,1073,2021-04-14,Economy
CUST000080,Ahmed,Akhtar,ahmed.akhtar24@email.com,69,M,Kolkata,India,CCU,Bronze,112,2022-09-28,Economy
CUST000081,Ishaan,Reddy,ishaan.reddy68@email.com,49,Other,Frankfurt,Germany,FRA,Silver,18614,2022-08-20,Economy
CUST000082,David,Williams,david.williams44@email.com,56,Other,Chennai,India,MAA,Gold,47274,2021-02-26,Business
CUST000083,Suresh,Anderson,suresh.anderson54@email.com,71,Other,Seoul,South Korea,ICN,Platinum,216185,2021-04-15,Business
CUST000084,Liu Yang,Liu,liu yang.liu15@email.com,47,F,Dubai,UAE,DXB,Platinum,136226,2021-09-12,Business
CUST000085,Li Wei,Liu,li wei.liu52@email.com,42,Other,Johannesburg,South Africa,JNB,Platinum,206672,2020-09-10,First
CUST000086,William,Joshi,william.joshi53@email.com,51,F,Delhi,India,DEL,Silver,10058,2022-07-08,Premium Economy
CUST000087,Jessica,Mehta,jessica.mehta18@email.com,72,F,Tokyo,Japan,NRT,Bronze,2594,2020-07-16,Economy
CUST000088,Layla,Taylor,layla.taylor48@email.com,32,Other,Bangalore,India,BLR,Bronze,806,2020-02-10,Premium Economy
CUST000089,Ananya,Chen,ananya.chen82@email.com,68,M,Frankfurt,Germany,FRA,Bronze,3528,2021-09-10,Economy
CUST000090,Neel,Smith,neel.smith69@email.com,29,M,Nairobi,Kenya,NBO,Gold,63217,2022-09-13,Business
CUST000091,Amanda,Davis,amanda.davis85@email.com,60,M,Los Angeles,USA,LAX,Gold,29840,2022-01-24,Economy
CUST000092,Ashley,Davis,ashley.davis55@email.com,47,F,Dubai,UAE,DXB,Platinum,174972,2020-10-17,Business
CUST000093,Hassan,Taylor,hassan.taylor46@email.com,19,Other,Bangkok,Thailand,BKK,Bronze,4636,2021-03-20,Economy
CUST000094,Riya,Akhtar,riya.akhtar92@email.com,69,F,Abu Dhabi,UAE,AUH,Silver,9481,2020-06-25,Economy
CUST000095,William,Singh,william.singh35@email.com,55,F,Chennai,India,MAA,Bronze,2417,2023-01-07,Economy
CUST000096,Liu Yang,Zhang,liu yang.zhang24@email.com,51,Other,London,UK,LHR,Gold,44342,2022-02-07,Premium Economy
CUST000097,Deepa,Reddy,deepa.reddy11@email.com,66,M,Bangkok,Thailand,BKK,Platinum,282272,2021-10-15,Business
CUST000098,Ishaan,Zhou,ishaan.zhou13@email.com,41,Other,London,UK,LHR,Silver,8550,2021-05-11,Premium Economy
CUST000099,Wu Hao,Chen,wu hao.chen27@email.com,57,M,Johannesburg,South Africa,JNB,Bronze,3803,2023-05-08,Economy
CUST000100,Ananya,Anderson,ananya.anderson95@email.com,49,M,Hyderabad,India,HYD,Bronze,4403,2021-12-03,Business
CUST000101,Hassan,Ibrahim,hassan.ibrahim14@email.com,44,Other,Chennai,India,MAA,Gold,65347,2022-06-08,Business
CUST000102,Rahul,Wu,rahul.wu60@email.com,46,M,Singapore,Singapore,SIN,Bronze,3009,2023-08-30,Economy
CUST000103,Ishaan,Zhou,ishaan.zhou41@email.com,23,Other,Dubai,UAE,DXB,Silver,5699,2022-02-17,First
CUST000104,Zhao Lei,Brown,zhao lei.brown10@email.com,22,Other,Dubai,UAE,DXB,Silver,15766,2020-08-29,Economy
CUST000105,Kiran,Verma,kiran.verma85@email.com,52,F,Kolkata,India,CCU,Bronze,211,2022-09-01,Economy
CUST000106,Neel,Davis,neel.davis75@email.com,21,M,New York,USA,JFK,Silver,20605,2021-12-21,Economy
CUST000107,William,Ahmed,william.ahmed17@email.com,32,Other,Mumbai,India,BOM,Silver,14883,2023-10-30,First
CUST000108,Jessica,Huang,jessica.huang28@email.com,61,M,Chicago,USA,ORD,Silver,7408,2020-08-04,Economy
CUST000109,Sneha,Qureshi,sneha.qureshi74@email.com,58,Other,Tokyo,Japan,NRT,Silver,24575,2021-06-16,Premium Economy
CUST000110,Gaurav,Shah,gaurav.shah62@email.com,72,Other,Johannesburg,South Africa,JNB,Gold,53185,2022-09-21,Premium Economy
CUST000111,Amanda,Xu,amanda.xu70@email.com,44,Other,Hyderabad,India,HYD,Bronze,2560,2020-02-25,Economy
CUST000112,Divya,Mehta,divya.mehta52@email.com,45,M,Singapore,Singapore,SIN,Gold,63434,2020-11-07,Business
CUST000113,Robert,Li,robert.li23@email.com,73,Other,New York,USA,JFK,Gold,64348,2022-01-11,Business
CUST000114,Rahul,Reddy,rahul.reddy83@email.com,60,F,Abu Dhabi,UAE,AUH,Gold,49088,2022-06-10,Economy
CUST000115,Ashley,Malik,ashley.malik44@email.com,67,Other,Nairobi,Kenya,NBO,Silver,5860,2020-02-11,Economy
CUST000116,Sneha,Anderson,sneha.anderson28@email.com,39,F,Delhi,India,DEL,Bronze,1173,2023-08-12,Economy
CUST000117,Aditi,Mehta,aditi.mehta51@email.com,65,Other,Dubai,UAE,DXB,Bronze,3716,2022-04-03,Economy
CUST000118,Zhao Lei,Akhtar,zhao lei.akhtar64@email.com,23,M,Chennai,India,MAA,Bronze,407,2020-04-16,Economy
CUST000119,William,Yang,william.yang85@email.com,35,M,Sydney,Australia,SYD,Bronze,3521,2020-03-13,Economy
CUST000120,Omar,Anderson,omar.anderson27@email.com,20,M,Bangkok,Thailand,BKK,Platinum,154015,2022-10-26,First
CUST000121,Suresh,Chen,suresh.chen39@email.com,25,M,Chicago,USA,ORD,Silver,9233,2020-01-21,Economy
CUST000122,Omar,Li,omar.li83@email.com,22,F,Mumbai,India,BOM,Bronze,3766,2021-08-05,Economy
CUST000123,Ahmed,Yang,ahmed.yang56@email.com,36,M,Bangkok,Thailand,BKK,Bronze,2660,2020-02-19,Economy
CUST000124,Gaurav,Miller,gaurav.miller52@email.com,45,Other,Bangkok,Thailand,BKK,Silver,15167,2022-10-05,Premium Economy
CUST000125,Deepa,Ahmed,deepa.ahmed28@email.com,58,M,Sydney,Australia,SYD,Silver,16504,2020-05-20,Economy
CUST000126,Kiran,Davis,kiran.davis82@email.com,30,M,Nairobi,Kenya,NBO,Bronze,617,2021-05-26,Economy
CUST000127,William,Rahman,william.rahman66@email.com,59,Other,Nairobi,Kenya,NBO,Bronze,2589,2021-05-16,Economy
CUST000128,Sneha,Siddiqui,sneha.siddiqui46@email.com,21,F,Sydney,Australia,SYD,Bronze,3782,2021-12-07,Economy
CUST000129,Divya,Qureshi,divya.qureshi93@email.com,56,Other,Bangkok,Thailand,BKK,Silver,6344,2020-10-18,Economy
CUST000130,Mohammed,Khan,mohammed.khan15@email.com,50,M,Mumbai,India,BOM,Silver,7763,2023-01-13,Economy
CUST000131,William,Wu,william.wu96@email.com,51,Other,Nairobi,Kenya,NBO,Bronze,3054,2022-02-08,Economy
CUST000132,Ahmed,Wang,ahmed.wang87@email.com,22,F,Hyderabad,India,HYD,Silver,14310,2020-04-27,Business
CUST000133,Emily,Mehta,emily.mehta20@email.com,55,Other,Chennai,India,MAA,Gold,33450,2020-01-11,Premium Economy
CUST000134,David,Wang,david.wang49@email.com,70,M,Sydney,Australia,SYD,Bronze,3468,2021-12-20,Economy
CUST000135,Rahul,Wang,rahul.wang74@email.com,67,F,Dubai,UAE,DXB,Bronze,1126,2023-06-08,Economy
CUST000136,Nour,Hassan,nour.hassan33@email.com,20,Other,Paris,France,CDG,Gold,49688,2023-02-03,Business
CUST000137,Fatima,Smith,fatima.smith39@email.com,64,F,Mumbai,India,BOM,Bronze,1945,2021-06-26,Economy
CUST000138,Tanvi,Khan,tanvi.khan58@email.com,75,M,Singapore,Singapore,SIN,Silver,19437,2022-06-03,Economy
CUST000139,Robert,Smith,robert.smith80@email.com,70,M,Nairobi,Kenya,NBO,Bronze,2048,2021-12-02,Business
CUST000140,Zara,Hassan,zara.hassan65@email.com,72,M,Frankfurt,Germany,FRA,Bronze,1313,2023-03-06,Economy
CUST000141,Riya,Wu,riya.wu20@email.com,74,F,Delhi,India,DEL,Bronze,3247,2021-11-02,Economy
CUST000142,Aditi,Chen,aditi.chen99@email.com,24,Other,Johannesburg,South Africa,JNB,Bronze,1196,2021-05-09,Premium Economy
CUST000143,Zara,Khan,zara.khan80@email.com,46,Other,Delhi,India,DEL,Gold,39133,2023-03-01,First
CUST000144,Mohammed,Hassan,mohammed.hassan89@email.com,45,M,Frankfurt,Germany,FRA,Bronze,998,2020-06-02,Economy
CUST000145,Ishaan,Ali,ishaan.ali64@email.com,56,Other,Delhi,India,DEL,Silver,12927,2022-05-15,Economy
CUST000146,Michael,Miller,michael.miller79@email.com,54,F,Kolkata,India,CCU,Silver,22153,2021-01-19,Economy
CUST000147,Chen Jing,Malik,chen jing.malik55@email.com,19,F,Chicago,USA,ORD,Bronze,3169,2023-11-29,Economy
CUST000148,Michael,Miller,michael.miller79@email.com,64,Other,Johannesburg,South Africa,JNB,Bronze,4766,2022-01-10,Economy
CUST000149,Aisha,Johnson,aisha.johnson14@email.com,71,Other,Los Angeles,USA,LAX,Platinum,91541,2021-06-08,Business
CUST000150,Ananya,Williams,ananya.williams14@email.com,74,M,Paris,France,CDG,Platinum,199098,2022-08-01,First
CUST000151,Pooja,Taylor,pooja.taylor59@email.com,40,M,Johannesburg,South Africa,JNB,Bronze,1019,2021-07-15,Economy
CUST000152,Neel,Ali,neel.ali20@email.com,62,F,Singapore,Singapore,SIN,Gold,30414,2021-08-15,Premium Economy
CUST000153,Neel,Ibrahim,neel.ibrahim31@email.com,36,F,Hyderabad,India,HYD,Bronze,2421,2021-08-12,Economy
CUST000154,Michael,Wu,michael.wu19@email.com,20,Other,Singapore,Singapore,SIN,Silver,13996,2023-09-06,Premium Economy
CUST000155,Jessica,Zhang,jessica.zhang14@email.com,50,Other,Kolkata,India,CCU,Platinum,279816,2021-07-18,Premium Economy
CUST000156,Rohan,Zhang,rohan.zhang19@email.com,41,F,Seoul,South Korea,ICN,Bronze,1256,2021-07-06,Economy
CUST000157,Wang Fang,Zhang,wang fang.zhang76@email.com,43,F,Johannesburg,South Africa,JNB,Bronze,929,2021-03-15,Economy
CUST000158,Wu Hao,Shah,wu hao.shah19@email.com,34,F,Los Angeles,USA,LAX,Bronze,2339,2023-03-30,Economy
CUST000159,Zara,Wu,zara.wu30@email.com,23,Other,Paris,France,CDG,Silver,23022,2022-04-27,Premium Economy
CUST000160,Hassan,Johnson,hassan.johnson13@email.com,68,F,Sydney,Australia,SYD,Bronze,1646,2021-03-26,Economy
CUST000161,Zhao Lei,Zhang,zhao lei.zhang77@email.com,47,Other,Chennai,India,MAA,Silver,7154,2021-04-26,Economy
CUST000162,Robert,Rahman,robert.rahman26@email.com,22,M,Paris,France,CDG,Silver,20264,2022-01-26,Business
CUST000163,Wu Hao,Siddiqui,wu hao.siddiqui31@email.com,29,M,New York,USA,JFK,Silver,9068,2022-04-19,Economy
CUST000164,Zara,Jones,zara.jones26@email.com,40,Other,Frankfurt,Germany,FRA,Gold,66619,2022-06-18,Business
CUST000165,Fatima,Ibrahim,fatima.ibrahim87@email.com,23,Other,Johannesburg,South Africa,JNB,Bronze,4756,2020-07-02,Economy
CUST000166,Zhao Lei,Singh,zhao lei.singh63@email.com,70,M,Bangalore,India,BLR,Bronze,4724,2020-10-17,Economy
CUST000167,Aditi,Ali,aditi.ali61@email.com,74,Other,Tokyo,Japan,NRT,Bronze,2474,2020-02-29,Economy
CUST000168,Deepa,Kumar,deepa.kumar50@email.com,28,F,New York,USA,JFK,Silver,16147,2022-04-01,Premium Economy
CUST000169,Michael,Xu,michael.xu67@email.com,26,F,Sydney,Australia,SYD,Silver,12921,2022-07-03,Economy
CUST000170,Gaurav,Kumar,gaurav.kumar34@email.com,36,F,Nairobi,Kenya,NBO,Bronze,1308,2022-04-01,Economy
CUST000171,Zhang Min,Ahmed,zhang min.ahmed37@email.com,47,F,Frankfurt,Germany,FRA,Silver,17885,2022-08-26,Economy
CUST000172,Arjun,Kumar,arjun.kumar65@email.com,36,F,Nairobi,Kenya,NBO,Gold,60172,2023-05-26,Economy
CUST000173,Sanjay,Zhang,sanjay.zhang80@email.com,66,F,Singapore,Singapore,SIN,Bronze,419,2021-12-20,Economy
CUST000174,David,Ahmed,david.ahmed53@email.com,46,Other,London,UK,LHR,Gold,31336,2021-11-28,Business
CUST000175,Sarah,Reddy,sarah.reddy70@email.com,30,Other,Sydney,Australia,SYD,Bronze,329,2022-02-18,Economy
CUST000176,Kiran,Akhtar,kiran.akhtar85@email.com,75,Other,Chennai,India,MAA,Bronze,2609,2022-04-29,Economy
CUST000177,Chen Jing,Ibrahim,chen jing.ibrahim63@email.com,49,Other,Seoul,South Korea,ICN,Bronze,136,2023-05-22,Economy
CUST000178,Ali,Patel,ali.patel84@email.com,56,F,London,UK,LHR,Platinum,264110,2023-09-18,Business
CUST000179,Wang Fang,Qureshi,wang fang.qureshi34@email.com,67,F,Chennai,India,MAA,Gold,62523,2023-05-21,Economy
CUST000180,James,Yang,james.yang36@email.com,27,F,Dubai,UAE,DXB,Bronze,3863,2021-02-03,Economy
CUST000181,Omar,Khan,omar.khan96@email.com,51,F,Paris,France,CDG,Platinum,218202,2022-01-06,First
CUST000182,Ali,Davis,ali.davis46@email.com,57,F,Dubai,UAE,DXB,Platinum,133947,2022-05-02,First
CUST000183,Hassan,Ali,hassan.ali79@email.com,38,F,Singapore,Singapore,SIN,Silver,14430,2020-03-17,Economy
CUST000184,Jessica,Li,jessica.li71@email.com,67,M,Frankfurt,Germany,FRA,Bronze,647,2022-07-25,Economy
CUST000185,Liu Yang,Wilson,liu yang.wilson77@email.com,53,Other,London,UK,LHR,Bronze,4807,2020-03-31,Economy
CUST000186,Riya,Kumar,riya.kumar62@email.com,24,F,Paris,France,CDG,Silver,9504,2023-02-12,Premium Economy
CUST000187,Li Wei,Khan,li wei.khan78@email.com,59,M,Frankfurt,Germany,FRA,Bronze,484,2022-09-13,Economy
CUST000188,Ananya,Johnson,ananya.johnson14@email.com,44,M,Mumbai,India,BOM,Platinum,271346,2022-05-19,Economy
CUST000189,Zhao Lei,Akhtar,zhao lei.akhtar69@email.com,24,F,Frankfurt,Germany,FRA,Silver,22180,2021-03-05,Economy
CUST000190,Ishaan,Wang,ishaan.wang82@email.com,28,Other,Los Angeles,USA,LAX,Silver,5461,2022-05-07,Premium Economy
CUST000191,Pooja,Johnson,pooja.johnson22@email.com,57,Other,Bangkok,Thailand,BKK,Gold,30684,2020-04-01,Economy
CUST000192,Kavya,Khan,kavya.khan48@email.com,38,M,Delhi,India,DEL,Bronze,1929,2022-02-25,Economy
CUST000193,Zhao Lei,Sharma,zhao lei.sharma61@email.com,34,Other,Singapore,Singapore,SIN,Silver,8873,2023-02-08,Premium Economy
CUST000194,Zara,Anderson,zara.anderson27@email.com,62,M,Johannesburg,South Africa,JNB,Gold,65280,2022-10-10,Premium Economy
CUST000195,Amanda,Akhtar,amanda.akhtar86@email.com,41,F,Tokyo,Japan,NRT,Gold,74929,2020-03-09,Business
CUST000196,Divya,Hassan,divya.hassan74@email.com,46,Other,Singapore,Singapore,SIN,Bronze,4621,2020-12-06,Economy
CUST000197,Liu Yang,Reddy,liu yang.reddy67@email.com,28,F,Sydney,Australia,SYD,Bronze,1682,2021-02-20,Premium Economy
CUST000198,Amanda,Verma,amanda.verma12@email.com,50,F,Los Angeles,USA,LAX,Silver,20151,2022-04-10,Economy
CUST000199,Aarav,Brown,aarav.brown14@email.com,55,M,Mumbai,India,BOM,Bronze,522,2021-05-10,Economy
CUST000200,Neel,Verma,neel.verma20@email.com,67,Other,Johannesburg,South Africa,JNB,Platinum,173958,2021-11-23,Business
CUST000201,Omar,Ibrahim,omar.ibrahim10@email.com,26,Other,Singapore,Singapore,SIN,Bronze,4401,2022-10-02,Economy
CUST000202,Tanvi,Zhou,tanvi.zhou29@email.com,61,Other,Tokyo,Japan,NRT,Bronze,3107,2022-01-23,Economy
CUST000203,Ali,Shah,ali.shah86@email.com,20,Other,New York,USA,JFK,Silver,12886,2023-06-09,Economy
CUST000204,Mohammed,Kumar,mohammed.kumar27@email.com,33,Other,Mumbai,India,BOM,Bronze,1919,2023-09-08,Economy
CUST000205,Suresh,Jones,suresh.jones94@email.com,70,Other,Seoul,South Korea,ICN,Bronze,4898,2023-03-14,Economy
CUST000206,Robert,Anderson,robert.anderson54@email.com,35,M,Tokyo,Japan,NRT,Platinum,204924,2023-09-27,First
CUST000207,Omar,Liu,omar.liu78@email.com,68,Other,Paris,France,CDG,Silver,9889,2022-12-21,Economy
CUST000208,Riya,Anderson,riya.anderson77@email.com,72,Other,Chennai,India,MAA,Gold,52045,2020-11-16,Economy
CUST000209,Rohan,Davis,rohan.davis16@email.com,31,F,Johannesburg,South Africa,JNB,Bronze,3684,2022-12-07,Economy
CUST000210,Layla,Akhtar,layla.akhtar52@email.com,56,M,Bangalore,India,BLR,Bronze,4813,2022-10-31,Economy
CUST000211,Aarav,Brown,aarav.brown36@email.com,30,Other,Hyderabad,India,HYD,Silver,12949,2020-01-21,Economy
CUST000212,Rohan,Malik,rohan.malik73@email.com,38,F,Bangkok,Thailand,BKK,Silver,15106,2021-02-15,Economy
CUST000213,Ali,Khan,ali.khan12@email.com,66,F,Dubai,UAE,DXB,Bronze,3390,2023-03-09,Economy
CUST000214,Sun Na,Siddiqui,sun na.siddiqui73@email.com,64,F,Frankfurt,Germany,FRA,Bronze,2702,2022-08-16,Economy
CUST000215,Layla,Wang,layla.wang31@email.com,34,F,Johannesburg,South Africa,JNB,Silver,10512,2022-01-10,Economy
CUST000216,Liu Yang,Ali,liu yang.ali16@email.com,29,Other,Johannesburg,South Africa,JNB,Platinum,289432,2020-04-03,First
